Name,Probe_Name,Accession
hHC023449,hcm3^^scl0283487^scl0283487.1_1^exon_5400^-28^5329^283487,NM_178514.3
hHC023450,hcm3^^scl0283687^scl0283687.1_231^exon_400^-28^99^283687,NM_175898.2
hHC023451,hcm3^^scl57982^scl57982.3.1_1^island_400^-28^330^284837,NM_194310.1
hHR023452,hcm3^^scl0000028987^scl0000028987.1_291^exon_400^-28^39^28987,NM_014062
hHC023453,hcm3^^scl029959^scl029959.18_147^exon_400^-28^183^29959,NM_013392.2
hCN023454,Random|corinne|150275298|662356677|439,-
hHC023455,hcm3^^scl25473^scl25473.2.1_30^island_800^-28^702^3199,NM_006735.3
hHC023456,hcm3^^scl55679^scl55679.14_1^exon_1000^-28^944^326342,XM_377506.2
hHR023457,hcm3^^scl00000338755^scl00000338755.1_42^exon_400^-28^288^338755,NM_001004490
hHR023458,hcm3^^scl00000344165^scl00000344165.1_108^exon_800^-28^622^344165,XM_292957
hHR023459,hcm3^^scl00000344709^scl00000344709.1_73^exon_400^-28^257^344709,XM_298233
hHR023460,hcm3^^scl00000353500^scl00000353500.1_314^exon_400^-28^16^353500,NM_181809
hHC023461,hcm3^^scl03755^scl03755.1_73^exon_2200^-28^2057^3755,NM_002237.2
hHC023462,hcm3^^scl38929^scl38929.26.1_6^island_800^-28^709^3798,NM_004984.2
hHC023463,hcm3^^scl0386627^scl0386627.2_0^exon_6000^-28^5918^386627,XM_496780.1
hHC023464,hcm3^^scl32629^scl32629.3.1_20^island_800^-28^629^387695,NM_207373.1
hHR023465,hcm3^^scl00000387765^scl00000387765.1_133^exon_400^-28^197^387765,XM_373499
hHR023466,hcm3^^scl00000388623^scl00000388623.1_60^exon_400^-28^270^388623,XM_373840
hHR023467,hcm3^^scl00000388952^scl00000388952.1_268^exon_400^-28^62^388952,XM_373986
hHC023468,hcm3^^scl30317^scl30317.1_23^exon_800^-28^707^389812,NM_203347.1
hHR023469,hcm3^^scl00000391345^scl00000391345.1_85^exon_400^-28^245^391345,XM_497825
hHR023470,hcm3^^scl00000391847^scl00000391847.1_60^exon_400^-28^270^391847,XM_373099
hHR023471,hcm3^^scl00000392557^scl00000392557.1_13^exon_800^-28^634^392557,XM_498399
hHC023472,hcm3^^scl36512^scl36512.1.116_10^island_1600^-28^1534^4046,NM_002339.2
hHR023473,hcm3^^scl00000439960^scl00000439960.1_186^exon_400^-28^144^439960,XM_498478
hHR023474,hcm3^^scl00000440441^scl00000440441.1_141^exon_400^-28^189^440441,XM_498670
hHR023475,hcm3^^scl00000440579^scl00000440579.1_305^exon_400^-28^25^440579,XM_498741
hHR023476,hcm3^^scl00000441779^scl00000441779.1_91^exon_400^-28^166^441779,XM_499199
hHR023477,hcm3^^scl00000442004^scl00000442004.1_93^exon_400^-28^237^442004,XM_499217
hHR023478,hcm3^^scl00000442451^scl00000442451.1_17^exon_600^-28^513^442451,XM_498366
hHC023479,hcm3^^scl04692^scl04692.1_2^exon_400^-28^328^4692,NM_002487.2
hHC023480,hcm3^^scl5594^scl5594.25.1_26^island_1000^-28^922^4898,NM_002525.1
hHR023481,hcm3^^scl000005027^scl000005027.1_8^exon_600^-28^522^5027,NM_177427.2
hHC023482,hcm3^^scl55525^scl55525.21.1_16^island_800^-28^757^51291,-
hHC023483,hcm3^^scl051501^scl051501.1_4^exon_1000^-28^926^51501,NM_016401.2
hHC023484,hcm3^^scl05163^scl05163.12_18^exon_400^-28^349^5163,NM_002610.3
hHC023485,hcm3^^scl051741^scl051741.4_30^exon_2000^-28^1961^51741,NM_130790.1
hHC023486,hcm3^^scl0533^scl0533.8_46^exon_400^-28^198^533,NM_004047.2
hHC023487,hcm3^^scl40805^scl40805.1.134_156^island_400^-28^174^53342,-
hHR023488,hcm3^^scl0054085^scl0054085.1_312^exon_400^-28^18^54093,AI685287
hHC023489,hcm3^^scl54677^scl54677.6.1_7^island_600^-28^566^54814,-
hHC023490,hcm3^^scl54551^scl54551.16.1_15^island_1000^-28^1010^54869,NM_139204.1
hHC023491,hcm3^^scl57283^scl57283.15.1_26^island_800^-28^805^55661,NM_017895.6
hHC023492,hcm3^^scl28292^scl28292.7.1_20^island_1400^-28^1336^55909,NM_018688.3
hHC023493,hcm3^^scl61793^scl61793.7_454^exon_800^-28^276^5631,NM_002764.2
hHC023494,hcm3^^scl057126^scl057126.6_27^exon_1000^-28^858^57126,NM_020406.1
hHC023495,hcm3^^scl47270^scl47270.7.1_30^island_400^-28^310^57146,NM_020422.3
hHC023496,hcm3^^scl55049^scl55049.17_29^exon_800^-28^710^57662,XM_048362.8
hHC023497,hcm3^^scl4484^scl4484.13.1_7^island_1600^-28^1546^58155,NM_021190.1
hHC023498,hcm3^^scl05905^scl05905.1_262^exon_400^-28^68^5905,NM_002883.2
hHC023499,hcm3^^scl06526^scl06526.2_0^exon_6000^-28^5990^6526,NM_006933.2
hHC023500,hcm3^^scl10170^scl10170.19.1_20^island_600^-28^606^6868,NM_003183.3
hHC023501,hcm3^^scl46844^scl46844.2.1_11^island_400^-28^77^7142,NM_005425.4
hHC023502,hcm3^^scl29943^scl29943.17_50^exon_800^-28^680^7186,-
hHC023503,hcm3^^scl07317^scl07317.24_17^exon_400^-28^347^7317,NM_003334.2
hHC023504,hcm3^^scl30340^scl30340.1.52_105^island_600^-28^412^7410,NM_003371.2
hHC023505,hcm3^^scl54714^scl54714.5.1_12^island_1000^-28^919^7711,NM_198089.1
hHC023506,hcm3^^scl22235^scl22235.1.3_18^island_1200^-28^1048^780,-
hHC023507,hcm3^^scl079153^scl079153.4_30^exon_400^-28^311^79153,NM_024307.1
hHC023508,hcm3^^scl079363^scl079363.1_244^exon_400^-28^86^79363,NM_030907.2
hHC023509,hcm3^^scl079777^scl079777.10_106^exon_400^-28^224^79777,NM_024722.1
hHC023510,hcm3^^scl28250^scl28250.6.1_24^island_800^-28^755^79845,NM_024787.2
hHC023511,hcm3^^scl079897^scl079897.4_45^exon_400^-28^155^79897,NM_024839.1
hHC023512,hcm3^^scl080195^scl080195.3_36^exon_400^-28^294^80195,NM_025125.2
hHC023513,hcm3^^scl22718^scl22718.9.1_14^island_800^-28^778^80863,NM_030651.2
hHC023514,hcm3^^scl5127^scl5127.1.17_6^island_600^-28^564^81627,-
hHC023515,hcm3^^scl083667^scl083667.10_45^exon_1200^-28^1085^83667,NM_031459.3
hHC023516,hcm3^^scl35514^scl35514.14.1_91^island_400^-28^240^84000,NM_032046.1
hHR023517,hcm3^^scl0000084061^scl0000084061.1_135^exon_3200^-28^2995^84061,NM_032121
hHC023518,hcm3^^scl47186^scl47186.2.1_1^island_1600^-28^1507^84148,NM_032188.1
hHC023519,hcm3^^scl084800^scl084800.5_91^exon_800^-28^639^84800,NM_032714.1
hHR023520,hcm3^^scl000008568^scl000008568.1_37^exon_400^-28^293^8568,NM_003683
hHC023521,hcm3^^scl55244^scl55244.7.1_29^island_800^-28^621^8778,NM_003830.1
hHC023522,hcm3^^scl58113^scl58113.9.1_28^island_600^-28^549^89766,NM_001004416.1
hHC023523,hcm3^^scl50654^scl50654.7.1_11^island_1200^-28^1149^90313,NM_138349.2
hHC023524,hcm3^^scl092558^scl092558.7_14^exon_1600^-28^1553^92558,NM_207311.1
hHC023525,hcm3^^scl44291^scl44291.13.1_1^island_400^-28^138^9333,NM_201631.1
hHC023526,hcm3^^scl09546^scl09546.2_23^exon_400^-28^332^9546,NM_004886.3
hHC023527,hcm3^^scl57293^scl57293.1.38_4^island_1600^-28^1479^958,NM_001250.3
hHC023528,hcm3^^scl57182^scl57182.4.1_56^island_400^-28^275^9762,NM_014731.2
hHC023529,hcm3^^scl18619^scl18619.4.1_0^island_800^-28^668^9782,NM_199189.1
hHC023530,hcm3^^scl010454^scl010454.11_21^exon_800^-28.1^751^10454,NM_006116.2
hHC023531,hcm3^^scl010607^scl010607.21_1^exon_400^-28.1^359^10607,NM_006453.2
hHC023532,hcm3^^scl49816^scl49816.5.1_6^island_600^-28.1^610^10672,-
hHC023533,hcm3^^scl12702^scl12702.2.154_2^island_600^-28.1^528^10840,-
hHC023534,hcm3^^scl01104^scl01104.9_21^exon_1000^-28.1^992^1104,NM_001269.2
hHC023535,hcm3^^scl0115557^scl0115557.15_64^exon_400^-28.1^266^115557,NM_182947.1
hHC023536,hcm3^^scl54729^scl54729.3_42^exon_1400^-28.1^1288^116115,NM_133444.1
hHC023537,hcm3^^scl35523^scl35523.3.1_29^island_600^-28.1^595^116519,-
hHC023538,hcm3^^scl35706^scl35706.12.1_2^island_400^-28.1^233^117144,NM_053054.2
hHC023539,hcm3^^scl42427^scl42427.4.1_7^island_600^-28.1^605^122616,NM_174891.2
hHC023540,hcm3^^scl0134549^scl0134549.1_5^exon_600^-28.1^525^134549,NM_133456.1
hHC023541,hcm3^^scl25061^scl25061.7.1_198^island_400^-28.1^13^136371,NM_080871.2
hHR023542,hcm3^^scl00145842^scl00145842.1_178^exon_400^-28.1^152^145842,XM_373630.2
hHR023543,hcm3^^scl00146378^scl00146378.1_138^exon_400^-28.1^192^146378,XM_375333.1
hHC023544,hcm3^^scl47038^scl47038.1.18_45^island_800^-28.1^685^146433,-
hHR023545,hcm3^^scl00150381^scl00150381.1_289^exon_400^-28.1^41^150381,BC036832
hHR023546,hcm3^^scl00000157562^scl00000157562.1_0^exon_400^-28.1^330^157562,BX649145
hHR023547,hcm3^^scl00000199882^scl00000199882.1_19^exon_600^-28.1^511^199882,XM_114047
hHC023548,hcm3^^scl30309^scl30309.46.1_1^island_800^-28.1^730^20,-
hHC023549,hcm3^^scl33087^scl33087.2_13^exon_1000^-28.1^964^221037,-
hHC023550,hcm3^^scl22471^scl22471.6_5^exon_1200^-28.1^1125^221300,-
hHC023551,hcm3^^scl54626^scl54626.8.1_3^island_400^-28.1^328^2217,NM_004107.3
hHC023552,hcm3^^scl022879^scl022879.6_23^exon_2000^-28.1^1962^22879,NM_014940.2
hHC023553,hcm3^^scl023236^scl023236.32_58^exon_5200^-28.1^5072^23236,NM_182734.1
hHC023554,hcm3^^scl023329^scl023329.11_55^exon_3200^-28.1^3075^23329,XM_037557.3
hHR023555,hcm3^^scl00000255308^scl00000255308.1_176^exon_600^-28.1^354^255308,AC068775.52
hHC023556,hcm3^^scl55598^scl55598.7.1_89^island_400^-28.1^164^256126,-
hHC023557,hcm3^^scl36239^scl36239.2_421^exon_800^-28.1^309^256472,NM_153266.2
hHC023558,hcm3^^scl18283^scl18283.12.1_0^island_800^-28.1^616^256987,NM_178276.2
hHC023559,hcm3^^scl026505^scl026505.7_80^exon_1800^-28.1^1650^26505,NM_017623.3
hHC023560,hcm3^^scl27998^scl27998.23.1_127^island_400^-28.1^58^26873,NM_017570.1
hHC023561,hcm3^^scl50139^scl50139.9.1_1^island_400^-28.1^337^27077,-
hHC023562,hcm3^^scl9297^scl9297.6.1_22^island_400^-28.1^360^27429,NM_013247.3
hHC023563,hcm3^^scl38946^scl38946.10.1_9^island_800^-28.1^668^283375,NM_173596.1
hHC023564,hcm3^^scl4332^scl4332.12.1_26^island_400^-28.1^62^284485,XM_371311.3
hHC023565,hcm3^^scl9281^scl9281.21.1_19^island_400^-28.1^286^284948,NM_198482.1
hHC023566,hcm3^^scl4671^scl4671.3.1_10^island_400^-28.1^229^2981,NM_007102.1
hHR023567,hcm3^^scl003090^scl003090.1_121^exon_400^-28.1^209^3090,NM_006497
hHR023568,hcm3^^scl00319085^scl00319085.1_4^exon_800^-28.1^726^319085,AK024887
hHR023569,hcm3^^scl00000339539^scl00000339539.1_292^exon_400^-28.1^38^339539,BC043541
hHC023570,hcm3^^scl54695^scl54695.3.1_3^island_400^-28.1^328^346,NM_001646.1
hHR023571,hcm3^^scl00000346355^scl00000346355.1_238^exon_400^-28.1^92^346355,XM_294219
hHC023572,hcm3^^scl4739^scl4739.1_18^exon_800^-28.1^649^347735,-
hHR023573,hcm3^^scl003546^scl003546.1_250^exon_400^-28.1^8^3546,M12025
hHC023574,hcm3^^scl47200^scl47200.30_505^exon_800^-28.1^225^3683,-
hHC023575,hcm3^^scl36392^scl36392.10.1_84^island_800^-28.1^647^3732,NM_001024844.1
hHR023576,hcm3^^scl00000388298^scl00000388298.1_6^exon_800^-28.1^701^388298,XM_370992
hHR023577,hcm3^^scl00000388416^scl00000388416.1_123^exon_400^-28.1^207^388416,XM_373746
hHC023578,hcm3^^scl15671^scl15671.11.1_88^island_1200^-28.1^1043^389197,-
hHR023579,hcm3^^scl00000391776^scl00000391776.1_186^exon_800^-28.1^544^391776,XM_498000
hHC023580,hcm3^^scl03918^scl03918.21_26^exon_2800^-28.1^2742^3918,NM_005562.1
hHR023581,hcm3^^scl00000391819^scl00000391819.1_182^exon_1000^-28.1^748^391819,XM_498013
hHR023582,hcm3^^scl00000392617^scl00000392617.1_238^exon_400^-28.1^92^392617,XM_374386
hHC023583,hcm3^^scl03995^scl03995.2_12^exon_400^-28.1^357^3995,NM_021727.3
hHR023584,hcm3^^scl00000400951^scl00000400951.1_92^exon_400^-28.1^238^400951,XM_379089
hHR023585,hcm3^^scl00000402095^scl00000402095.1_151^exon_400^-28.1^179^402095,XM_377756
hHC023586,hcm3^^scl54838^scl54838.13.1_173^island_400^-28.1^158^4099,NM_080600.1
hHC023587,hcm3^^scl55532^scl55532.14.1_12^island_1000^-28.1^831^4207,NM_005919.1
hHR023588,hcm3^^scl00000440056^scl00000440056.1_166^exon_400^-28.1^164^440056,XM_498523
hHR023589,hcm3^^scl00000440066^scl00000440066.1_259^exon_400^-28.1^71^440066,XM_495897
hHR023590,hcm3^^scl00000441151^scl00000441151.1_316^exon_400^-28.1^14^441151,XM_496810
hHR023591,hcm3^^scl00000441281^scl00000441281.1_324^exon_400^-28.1^6^441281,XM_499083
hHR023592,hcm3^^scl00000442619^scl00000442619.1_324^exon_400^-28.1^6^442619,XM_499537
hHR023593,hcm3^^scl004478^scl004478.1_329^exon_400^-28.1^1^4478,NM_002444
hHC023594,hcm3^^scl12501^scl12501.24_25^exon_1400^-28.1^1313^4585,-
hHC023595,hcm3^^scl04613^scl04613.2_28^exon_1000^-28.1^906^4613,NM_005378.4
hHC023596,hcm3^^scl42743^scl42743.1_1^exon_1600^-28.1^1440^4860,-
hHC023597,hcm3^^scl4829^scl4829.8.1_110^island_400^-28.1^221^5081,NM_002584.1
hHC023598,hcm3^^scl35781^scl35781.6.1_47^island_600^-28.1^481^51296,NM_016582.1
hHC023599,hcm3^^scl10217^scl10217.5_1^exon_800^-28.1^729^5133,-
hHR023600,hcm3^^scl000005174^scl000005174.1_88^exon_2000^-28.1^1842^5174,NM_002614
hHR023601,hcm3^^scl005271^scl005271.1_12^exon_600^-28.1^518^5271,NM_198833.1
hHC023602,hcm3^^scl5168^scl5168.1_0^exon_800^-28.1^611^5279,-
hHR023603,hcm3^^scl0054819^scl0054819.1_326^exon_400^-28.1^4^54819,NM_017665
hHC023604,hcm3^^scl4922^scl4922.22.1_138^island_400^-28.1^193^5590,NM_002744.3
hHC023605,hcm3^^scl055900^scl055900.5_47^exon_400^-28.1^283^55900,NM_001012320.1
hHC023606,hcm3^^scl056905^scl056905.2_136^exon_1200^-28.1^994^56905,NM_015492.3
hHC023607,hcm3^^scl4280^scl4280.3.109_13^island_800^-28.1^629^57111,NM_020387.1
hHC023608,hcm3^^scl55524^scl55524.18_30^exon_1200^-28.1^1124^57130,-
hHC023609,hcm3^^scl28017^scl28017.3.1_257^island_400^-28.1^33^57152,NM_020427.2
hHC023610,hcm3^^scl5093^scl5093.10_68^exon_1600^-28.1^1462^5778,NM_080589.1
hHC023611,hcm3^^scl27807^scl27807.5.1_3^island_1000^-28.1^852^5862,NM_002865.1
hHC023612,hcm3^^scl39302^scl39302.16.1_34^island_600^-28.1^497^59341,NM_147204.1
hHC023613,hcm3^^scl05936^scl05936.3_14^exon_800^-28.1^716^5936,NM_002896.1
hHC023614,hcm3^^scl44220^scl44220.16.1_13^island_400^-28.1^318^6095,NM_134261.1
hHC023615,hcm3^^scl50305^scl50305.5.1_9^island_600^-28.1^522^6182,NM_002949.2
hHC023616,hcm3^^scl06628^scl06628.3_2^exon_1200^-28.1^1155^6628,NM_198216.1
hHC023617,hcm3^^scl30145^scl30145.14.1_22^island_800^-28.1^709^6850,NM_003177.3
hHR023618,hcm3^^scl000006949^scl000006949.1_324^exon_400^-28.1^6^6949,NM_001008656.1
hHC023619,hcm3^^scl06990^scl06990.1_179^exon_600^-28.1^351^6990,NM_006520.1
hHC023620,hcm3^^scl07355^scl07355.1_5^exon_1600^-28.1^1525^7355,NM_005660.1
hHR023621,hcm3^^scl0000079609^scl0000079609.1_5^exon_600^-28.1^525^79609,NM_024558
hHC023622,hcm3^^scl51698^scl51698.26.15_13^island_400^-28.1^352^80000,NM_024935.2
hHC023623,hcm3^^scl30377^scl30377.7.1_4^island_400^-28.1^346^80142,NM_198940.1
hHR023624,hcm3^^scl0000080164^scl0000080164.1_117^exon_400^-28.1^213^80164,AK096643
hHR023625,hcm3^^scl0000080305^scl0000080305.1_318^exon_400^-28.1^12^80305,NM_025204
hHC023626,hcm3^^scl080835^scl080835.5_0^exon_400^-28.1^360^80835,NM_138697.2
hHR023627,hcm3^^scl0081^scl0081.1_111^exon_400^-28.1^219^81,NM_004924
hHC023628,hcm3^^scl081611^scl081611.1_125^exon_400^-28.1^205^81611,-
hHC023629,hcm3^^scl083444^scl083444.5_193^exon_400^-28.1^137^83444,NM_031288.1
hHC023630,hcm3^^scl39571^scl39571.9_135^exon_1600^-28.1^1395^83448,NM_031292.2
hHR023631,hcm3^^scl008357^scl008357.1_323^exon_400^-28.1^7^8357,NM_003536
hHC023632,hcm3^^scl084247^scl084247.1_139^exon_800^-28.1^591^84247,NM_032287.2
hHC023633,hcm3^^scl084695^scl084695.1_2^exon_400^-28.1^343^84695,NM_032603.2
hHC023634,hcm3^^scl085006^scl085006.2_70^exon_1000^-28.1^860^85006,NM_032920.1
hHC023635,hcm3^^scl085302^scl085302.1_36^exon_600^-28.1^494^85302,-
hHR023636,hcm3^^scl000008609^scl000008609.1_13^exon_400^-28.1^317^8609,NM_003709
hHC023637,hcm3^^scl090203^scl090203.5_28^exon_1600^-28.1^1554^90203,NM_033421.2
hHC023638,hcm3^^scl09031^scl09031.2_102^exon_800^-28.1^628^9031,NM_032408.1
hHC023639,hcm3^^scl42177^scl42177.22.1_155^island_400^-28.1^176^9321,NM_004239.1
hHC023640,hcm3^^scl09489^scl09489.10_18^exon_2800^-28.1^2742^9489,NM_024419.2
hHC023641,hcm3^^scl09654^scl09654.20_3^exon_800^-28.1^755^9654,NM_014640.2
hHC023642,hcm3^^scl25863^scl25863.3.1_0^island_600^-28.1^626^9988,-
hHR023643,hcm3^^scl0010155^scl0010155.1_65^exon_400^-28.2^265^10155,NM_005762
hHR023644,hcm3^^scl000001024^scl000001024.1_17^exon_800^-28.2^713^1024,NM_001260
hHC023645,hcm3^^scl010587^scl010587.1_21^exon_400^-28.2^200^10587,NM_006440.2
hHC023646,hcm3^^scl38838^scl38838.11_20^exon_800^-28.2^710^10988,NM_006838.2
hHC023647,hcm3^^scl010990^scl010990.1_163^exon_400^-28.2^167^10990,NM_006840.2
hHC023648,hcm3^^scl35506^scl35506.12.1_4^island_400^-28.2^327^11181,NM_007180.1
hHC023649,hcm3^^scl0114049^scl0114049.11_7^exon_2200^-28.2^2176^114049,NM_017528.2
hHC023650,hcm3^^scl01185^scl01185.11_0^exon_4600^-28.2^4592^1185,NM_021735.1
hHR023651,hcm3^^scl00122665^scl00122665.1_274^exon_400^-28.2^56^122665,NM_138331
hHR023652,hcm3^^scl00000123803^scl00000123803.1_268^exon_400^-28.2^62^123803,NM_173474
hHC023653,hcm3^^scl59255^scl59255.8_247^exon_800^-28.2^483^129138,NM_138797.1
hHC023654,hcm3^^scl12496^scl12496.10.1_77^island_400^-28.2^254^131540,NM_144637.2
hHR023655,hcm3^^scl00146429^scl00146429.1_209^exon_400^-28.2^121^146429,AL137382
hHC023656,hcm3^^scl0149461^scl0149461.2_46^exon_400^-28.2^284^149461,NM_148960.1
hHC023657,hcm3^^scl9481^scl9481.2.1_229^island_400^-28.2^102^151449,NM_182828.2
hHC023658,hcm3^^scl01580^scl01580.12_29^exon_600^-28.2^600^1580,NM_000779.2
hHC023659,hcm3^^scl0164153^scl0164153.1_153^exon_400^-28.2^177^164153,NM_203412.1
hHC023660,hcm3^^scl0166^scl0166.1_17^exon_400^-28.2^313^166,NM_198970.1
hHC023661,hcm3^^scl9307^scl9307.9.1_12^island_400^-28.2^375^1716,NM_080917.1
hHC023662,hcm3^^scl01800^scl01800.9_5^exon_400^-28.2^406^1800,NM_004413.1
hHC023663,hcm3^^scl0189^scl0189.11_4^exon_1400^-28.2^1419^189,NM_000030.1
hHC023664,hcm3^^scl8835^scl8835.11.1_27^island_400^-28.2^316^189,NM_000030.1
hHC023665,hcm3^^scl01890^scl01890.3_7^exon_400^-28.2^331^1890,NM_001953.2
hHR023666,hcm3^^scl001943^scl001943.1_248^exon_400^-28.2^82^1943,NM_001405
hHC023667,hcm3^^scl4007^scl4007.6.1_49^island_1000^-28.2^882^2052,NM_000120.2
hHC023668,hcm3^^scl44405^scl44405.18.1_139^island_400^-28.2^192^2242,NM_002005.2
hHC023669,hcm3^^scl40727^scl40727.20.1_92^island_800^-28.2^639^23143,-
hHC023670,hcm3^^scl023162^scl023162.30_320^exon_400^-28.2^10^23162,NM_033392.3
hHC023671,hcm3^^scl023519^scl023519.1_178^exon_400^-28.2^148^23519,NM_012404.2
hHC023672,hcm3^^scl9168^scl9168.14_254^exon_800^-28.2^476^23550,NM_012455.2
hHC023673,hcm3^^scl55542^scl55542.4.1_27^island_1400^-28.2^1357^23770,NM_012181.3
hHC023674,hcm3^^scl024146^scl024146.1_0^exon_1200^-28.2^1132^24146,NM_014343.1
hHR023675,hcm3^^scl00252950^scl00252950.1_103^exon_400^-28.2^48^252950,NR_001550.1
hHR023676,hcm3^^scl00000253013^scl00000253013.1_298^exon_400^-28.2^32^253013,XM_171892
hHC023677,hcm3^^scl38755^scl38755.1.1_1^island_800^-28.2^764^255480,-
hHC023678,hcm3^^scl55071^scl55071.24.1_23^island_400^-28.2^283^257062,NM_152784.2
hHC023679,hcm3^^scl58194^scl58194.1.4_21^island_800^-28.2^731^257103,NM_153454.1
hHR023680,hcm3^^scl0025784^scl0025784.1_232^exon_400^-28.2^98^25784,L77562
hHR023681,hcm3^^scl00000267020^scl00000267020.1_53^exon_600^-28.2^477^267020,AF092923
hHC023682,hcm3^^scl027304^scl027304.1_59^exon_800^-28.2^671^27304,NM_014484.3
hHR023683,hcm3^^scl00000283050^scl00000283050.1_0^exon_400^-28.2^330^283050,XM_378238.1
hHC023684,hcm3^^scl46666^scl46666.1_2^exon_1200^-28.2^1130^283856,-
hHC023685,hcm3^^scl0283933^scl0283933.1_8^exon_1400^-28.2^1322^283933,XM_290712.4
hHC023686,hcm3^^scl49724^scl49724.4_365^exon_800^-28.2^365^284185,NM_178519.2
hHR023687,hcm3^^scl00284598^scl00284598.1_46^exon_400^-28.2^284^284598,AK096928
hHC023688,hcm3^^scl25606^scl25606.15.1_4^island_400^-28.2^327^23145,-
hHC023689,hcm3^^scl02972^scl02972.2_6^exon_400^-28.2^196^2972,NM_001519.2
hHR023690,hcm3^^scl003126^scl003126.1_18^exon_1000^-28.2^912^3126,NM_021983
hHC023691,hcm3^^scl03257^scl03257.1_7^exon_1200^-28.2^1123^3257,NM_000195.2
hHC023692,hcm3^^scl58097^scl58097.15.1_5^island_400^-28.2^326^326,NM_000659.1
hHC023693,hcm3^^scl54823^scl54823.10.1_1^island_1000^-28.2^1005^333,NM_005166.3
hHR023694,hcm3^^scl00000340549^scl00000340549.1_100^exon_600^-28.2^430^340549,XM_293332
hHR023695,hcm3^^scl00000341152^scl00000341152.1_294^exon_400^-28.2^36^341152,NM_001005285
hHC023696,hcm3^^scl03418^scl03418.2_2^exon_400^-28.2^397^3418,NM_002168.2
hHR023697,hcm3^^scl00353336^scl00353336.1_64^exon_400^-28.2^266^386680,AJ566384
hHC023698,hcm3^^scl49892^scl49892.1.3_24^island_800^-28.2^790^373861,-
hHC023699,hcm3^^scl03754^scl03754.1_12^exon_400^-28.2^318^3754,NM_002236.4
hHR023700,hcm3^^scl00000388129^scl00000388129.1_295^exon_400^-28.2^35^388129,XM_373631
hHR023701,hcm3^^scl00000390874^scl00000390874.1_142^exon_400^-28.2^188^390874,XM_372702
hHR023702,hcm3^^scl00000390913^scl00000390913.1_226^exon_400^-28.2^104^390913,XM_497619
hHC023703,hcm3^^scl22477^scl22477.38.1_0^island_1200^-28.2^1131^3910,NM_002290.2
hHR023704,hcm3^^scl00000391205^scl00000391205.1_257^exon_400^-28.2^73^391205,XM_372838
hHC023705,hcm3^^scl44308^scl44308.18.1_171^island_400^-28.2^160^4058,-
hHC023706,hcm3^^scl54760^scl54760.9.1_9^island_400^-28.2^322^4294,NM_002446.2
hHR023707,hcm3^^scl00000440740^scl00000440740.1_96^exon_1600^-28.2^1434^440740,XM_496449
hHR023708,hcm3^^scl00000441121^scl00000441121.1_76^exon_400^-28.2^254^441121,XM_499020
hHR023709,hcm3^^scl00000441627^scl00000441627.1_260^exon_400^-28.2^70^441627,XM_497326
hHR023710,hcm3^^scl00000441722^scl00000441722.1_147^exon_600^-28.2^383^441722,XM_497450
hHR023711,hcm3^^scl00000442174^scl00000442174.1_20^exon_400^-28.2^310^442174,XM_498056
hHC023712,hcm3^^scl04627^scl04627.1_20^exon_1400^-28.2^1367^4627,NM_002473.3
hHC023713,hcm3^^scl42683^scl42683.6.37_12^island_1200^-28.2^1114^5106,NM_001018073.1
hHC023714,hcm3^^scl05141^scl05141.10_16^exon_2000^-28.2^2008^5141,NM_006202.1
hHR023715,hcm3^^scl0000051552^scl0000051552.1_84^exon_3600^-28.2^3446^51552,NM_016322
hHR023716,hcm3^^scl0000051602^scl0000051602.1_2^exon_600^-28.2^528^51602,NM_015934
hHC023717,hcm3^^scl051665^scl051665.3_1^exon_5800^-28.2^5748^51665,NM_016114.3
hHC023718,hcm3^^scl50818^scl50818.1_2^exon_800^-28.2^786^5345,-
hHC023719,hcm3^^scl0540^scl0540.1_40^exon_2200^-28.2^2090^540,NM_001005918.1
hHC023720,hcm3^^scl54916^scl54916.9.1_21^island_400^-28.2^175^54858,-
hHC023721,hcm3^^scl5742^scl5742.22.1_42^island_400^-28.2^99^55057,NM_017977.1
hHC023722,hcm3^^scl13204^scl13204.9.185_15^island_1200^-28.2^1072^55186,NM_018155.1
hHC023723,hcm3^^scl54568^scl54568.13.1_31^island_800^-28.2^689^57348,NM_001005367.1
hHR023724,hcm3^^scl0000057492^scl0000057492.1_172^exon_6000^-28.2^5758^57492,NM_017519.1
hHC023725,hcm3^^scl50317^scl50317.24.1_13^island_800^-28.2^759^57714,-
hHC023726,hcm3^^scl35611^scl35611.2_1^exon_1400^-28.2^1396^58487,NM_021212.1
hHR023727,hcm3^^scl005937^scl005937.1_50^exon_1200^-28.2^1080^5937,NM_016839
hHC023728,hcm3^^scl06050^scl06050.2_34^exon_400^-28.2^296^6050,NM_203388.1
hHR023729,hcm3^^scl006175^scl006175.1_6^exon_1200^-28.2^1069^6175,NM_053275
hHC023730,hcm3^^scl06196^scl06196.3_17^exon_1200^-28.2^1157^6196,NM_021135.4
hHC023731,hcm3^^scl47253^scl47253.15.1_29^island_600^-28.2^548^6338,NM_000336.1
hHC023732,hcm3^^scl54795^scl54795.1_35^exon_800^-28.2^695^64073,-
hHC023733,hcm3^^scl50475^scl50475.12.1_15^island_400^-28.2^249^6442,NM_000023.1
hHC023734,hcm3^^scl064837^scl064837.16_13^exon_400^-28.2^317^64837,NM_022822.1
